iteration,click_time,start_time,end_time,bright_time,bright_time_2,xshm_start_time,xshm_end_time,yalmd_latency,vblanks
23,4974159339,4974160135,4974170551,4974175243,4974175657,4974170327,4974170550,21617,4973383802;4973387936;4973392150;4973396364;4973400448;4973404627;4973408862;4973412941;4973417177;4973421301;4973425529;4973429618;4973433846;4973437970;4973442109;4973446360;4973450469;4973454707;4973458772;4973463021;4973467194;4973471285;4973475445;4973479691;4973483857;4973488050;4973492133;4973496368;4973500478;4973504646;4973508784;4973512933;4973517145;4973521289;4973525432;4973529612;4973533862;4973537940;4973542174;4973546362;4973550461;4973554698;4973558830;4973562992;4973567119;4973571290;4973575436;4973579625;4973583782;4973587992;4973592190;4973596288;4973600446;4973604668;4973608804;4973612985;4973617182;4973621319;4973625620;4973629698;4973633825;4973637952;4973642164;4973646334;4973650520;4973654664;4973658788;4973663006;4973667136;4973671328;4973675465;4973679605;4973683811;4973687937;4973692149;4973696277;4973700486;4973704694;4973708810;4973712998;4973717109;4973721268;4973725480;4973729698;4973733822;4973738022;4973742222;4973746355;4973750449;4973754668;4973758782;4973763000;4973767138;4973771286;4973775446;4973779703;4973783796;4973788082;4973792188;4973796265;4973800456;4973804670;4973808765;4973813030;4973817182;4973821300;4973825440;4973829670;4973833762;4973837947;4973842101;4973846362;4973850436;4973854641;4973858851;4973862930;4973867127;4973871301;4973875477;4973879690;4973883763;4973888037;4973892101;4973896280;4973900468;4973904668;4973908767;4973912949;4973917144;4973921317;4973925431;4973929666;4973933789;4973938019;4973942100;4973946317;4973950516;4973954628;4973958823;4973962958;4973967175;4973971330;4973975483;4973979613;4973983784;4973987960;4973992102;4973996311;4974001266;4974004592;4974008775;4974013016;4974017126;4974021319;4974025502;4974029648;4974033824;4974037970;4974042176;4974046276;4974050454;4974054630;4974058832;4974062965;4974067189;4974071317;4974075450;4974079669;4974083759;4974087943;4974092220;4974096361;4974100677;4974104745;4974108899;4974113069;4974117242;4974121413;4974125446;4974129771;4974133764;4974138066;4974142104;4974146260;4974150586;4974154613;4974158771;4974162961;4974167101;4974172120;4974175426;
24,4975361083,4975362124,4975373128,4975379426,4975379675,4975372168,4975373128,16272,4974379588;4974383798;4974388092;4974392665;4974396263;4974400457;4974404666;4974408774;4974412979;4974417112;4974421343;4974425443;4974429600;4974433755;4974437922;4974442118;4974446328;4974450492;4974454696;4974458827;4974463034;4974467145;4974471308;4974475551;4974479645;4974483842;4974487995;4974492164;4974496304;4974500480;4974504666;4974508803;4974512924;4974517172;4974521278;4974525496;4974529685;4974533764;4974537981;4974542183;4974546353;4974550478;4974554586;4974558796;4974562988;4974567175;4974571273;4974575424;4974579685;4974583785;4974587918;4974592143;4974596306;4974600496;4974604662;4974608787;4974612990;4974617097;4974621305;4974625456;4974629631;4974633844;4974638011;4974642122;4974646321;4974650451;4974654586;4974658768;4974662978;4974667171;4974671258;4974675550;4974679652;4974683841;4974687951;4974692134;4974696262;4974700444;4974704601;4974708795;4974712926;4974717138;4974721326;4974725447;4974729646;4974733808;4974737922;4974742085;4974746326;4974750447;4974754644;4974758787;4974762981;4974767175;4974771341;4974775469;4974779655;4974783810;4974787962;4974792134;4974796293;4974800466;4974804634;4974808823;4974812986;4974817085;4974821299;4974825478;4974829595;4974833808;4974837915;4974842114;4974846294;4974850481;4974854628;4974858809;4974862989;4974867094;4974871277;4974875507;4974879591;4974883777;4974887941;4974892143;4974896261;4974900444;4974904647;4974908781;4974912915;4974917176;4974921281;4974925440;4974929629;4974933804;4974937915;4974942112;4974946286;4974950505;4974954649;4974958817;4974962987;4974967082;4974971314;4974975461;4974979631;4974983787;4974987918;4974992191;4974996258;4975000449;4975004580;4975008819;4975012939;4975017086;4975021323;4975025467;4975029647;4975033838;4975037952;4975042142;4975046314;4975050433;4975054604;4975058836;4975062991;4975067134;4975071347;4975075514;4975079596;4975083802;4975087936;4975092161;4975096244;4975100454;4975104662;4975108788;4975112992;4975117165;4975121289;4975125482;4975129651;4975133796;4975137917;4975142143;4975146260;4975150469;4975154593;4975158792;4975162940;4975167127;4975171275;4975175449;4975179645;4975183797;4975187996;4975192151;4975196284;4975200466;4975204678;4975208813;4975212984;4975217136;4975221332;4975225466;4975229630;4975233797;4975237918;4975242157;4975246308;4975250471;4975254668;4975258761;4975262953;4975267143;4975271302;4975275444;4975279607;4975283787;4975287936;4975292143;4975296296;4975300443;4975304619;4975308779;4975312989;4975317132;4975321300;4975325501;4975329619;4975333831;4975337915;4975342078;4975346267;4975350482;4975354638;4975358836;4975363037;4975367073;4975371324;4975375465;4975379650;
25,4977072724,4977074107,4977084407,4977091945,4977092337,4977082748,4977084407,18530,4975584121;4975587984;4975592104;4975596262;4975600466;4975604695;4975608772;4975612921;4975617169;4975621304;4975625443;4975629584;4975633806;4975638004;4975642154;4975646311;4975650432;4975654609;4975658833;4975662913;4975667146;4975671283;4975675432;4975679641;4975683764;4975687958;4975692154;4975696264;4975700498;4975704658;4975708775;4975712913;4975717145;4975721289;4975725430;4975729608;4975733834;4975737979;4975742136;4975746303;4975750487;4975754656;4975758749;4975762978;4975767147;4975771273;4975775457;4975779691;4975783736;4975787932;4975792092;4975796262;4975800416;4975804621;4975808803;4975812997;4975817128;4975821240;4975825468;4975829651;4975833732;4975837961;4975842171;4975846265;4975850458;4975854620;4975858795;4975862973;4975867160;4975871240;4975875412;4975879622;4975883791;4975887945;4975892175;4975896294;4975900466;4975904600;4975908781;4975912912;4975917129;4975921328;4975925436;4975929659;4975933755;4975937983;4975942065;4975946286;4975950456;4975954576;4975958743;4975962945;4975967145;4975971330;4975975415;4975979595;4975983782;4975987966;4975992189;4975996252;4976000457;4976004665;4976008768;4976012971;4976017152;4976021245;4976025448;4976029690;4976033764;4976037911;4976042165;4976046288;4976050446;4976054613;4976058755;4976062896;4976067173;4976071264;4976075492;4976079601;4976083761;4976087997;4976092142;4976096273;4976100417;4976104563;4976108791;4976112978;4976117129;4976121336;4976125497;4976129627;4976133759;4976137898;4976142127;4976146315;4976150460;4976154650;4976158730;4976162905;4976167098;4976171256;4976175454;4976179641;4976183819;4976187941;4976192152;4976196267;4976200492;4976204616;4976208792;4976212903;4976217111;4976221264;4976225450;4976229597;4976233816;4976237946;4976242125;4976246325;4976250428;4976254621;4976258791;4976262984;4976267060;4976271329;4976275397;4976279599;4976283806;4976287901;4976292141;4976296304;4976300462;4976304574;4976308769;4976312971;4976317098;4976321304;4976325410;4976329602;4976333790;4976337970;4976342065;4976346231;4976350485;4976354579;4976358805;4976362900;4976367060;4976371257;4976375466;4976379599;4976383762;4976387897;4976392149;4976396229;4976400465;4976404579;4976408798;4976412976;4976417091;4976421300;4976425428;4976429606;4976433794;4976437903;4976442067;4976446252;4976450453;4976454575;4976458758;4976462944;4976467113;4976471297;4976475409;4976479564;4976483792;4976487890;4976492145;4976496259;4976500444;4976504557;4976508797;4976512997;4976517119;4976521281;4976525490;4976529627;4976533736;4976537989;4976542151;4976546312;4976550435;4976554634;4976558747;4976562941;4976567058;4976571240;4976575394;4976579635;4976583757;4976587978;4976592160;4976596285;4976600391;4976604639;4976608769;4976612920;4976617074;4976621228;4976625468;4976629596;4976633802;4976637922;4976642147;4976646318;4976650445;4976654656;4976658805;4976662928;4976667093;4976671227;4976675458;4976679592;4976683741;4976687973;4976692094;4976696246;4976700470;4976704600;4976708724;4976712978;4976717108;4976721243;4976725389;4976729636;4976733757;4976737901;4976742133;4976746282;4976750471;4976754617;4976758755;4976762929;4976767063;4976771289;4976775430;4976779594;4976783782;4976787949;4976792142;4976796312;4976800391;4976804590;4976808782;4976812889;4976817072;4976821248;4976825408;4976829621;4976833834;4976837919;4976842109;4976846319;4976850437;4976854632;4976858751;4976862930;4976867098;4976871288;4976875385;4976879574;4976883755;4976887941;4976892149;4976896269;4976900467;4976904586;4976908758;4976912929;4976917093;4976921272;4976925447;4976929619;4976933809;4976937972;4976942152;4976946218;4976950473;4976954563;4976958762;4976962947;4976967106;4976971281;4976975482;4976979584;4976983799;4976987977;4976992081;4976996265;4977000392;4977004559;4977008800;4977012968;4977017085;4977021219;4977025483;4977029620;4977033785;4977037909;4977042056;4977046316;4977050426;4977054651;4977058812;4977062939;4977067078;4977071248;4977075443;4977079611;4977083714;4977087983;4977092048;
26,4978167313,4978169054,4978183737,4978187712,4978188123,4978183167,4978183737,19546,4977296241;4977300471;4977304619;4977308769;4977312891;4977317068;4977321295;4977325378;4977329607;4977333739;4977337901;4977342132;4977346242;4977350468;4977354614;4977358744;4977362959;4977367076;4977371298;4977375439;4977379577;4977383803;4977387969;4977392129;4977396254;4977400437;4977404574;4977408801;4977412888;4977417073;4977421219;4977425397;4977429554;4977433711;4977437917;4977442073;4977446242;4977450439;4977454567;4977458744;4977462976;4977467081;4977471266;4977475464;4977479544;4977483736;4977487946;4977492045;4977496238;4977500446;4977504604;4977508745;4977512883;4977517111;4977521292;4977525414;4977529559;4977533807;4977537926;4977542126;4977546309;4977550470;4977554620;4977558750;4977562976;4977567130;4977571256;4977575383;4977579546;4977583795;4977587942;4977592083;4977596244;4977600399;4977604547;4977608788;4977612875;4977617125;4977621305;4977625432;4977629574;4977633734;4977637916;4977642058;4977646312;4977650440;4977654565;4977658721;4977662940;4977667076;4977671224;4977675447;4977679580;4977683729;4977687971;4977692082;4977696258;4977700406;4977704575;4977708787;4977712914;4977717127;4977721266;4977725392;4977729632;4977733800;4977737922;4977742140;4977746250;4977750389;4977754619;4977758748;4977762906;4977767139;4977771225;4977775490;4977779583;4977783789;4977787900;4977792135;4977796240;4977800465;4977804565;4977808726;4977812919;4977817123;4977821227;4977825402;4977829608;4977833736;4977837900;4977842064;4977846305;4977850455;4977854586;4977858790;4977862943;4977867115;4977871275;4977875440;4977879616;4977883778;4977887932;4977892073;4977896263;4977900448;4977904551;4977908779;4977912900;4977917095;4977921326;4977925440;4977929644;4977933802;4977937953;4977942063;4977946236;4977950389;4977954570;4977958804;4977962927;4977967113;4977971233;4977975407;4977979603;4977983785;4977987939;4977992146;4977996207;4978000412;4978004592;4978008775;4978012954;4978017090;4978021234;4978025390;4978029625;4978033710;4978037923;4978042132;4978046219;4978050385;4978054548;4978058747;4978062926;4978067128;4978071204;4978075413;4978079611;4978084100;4978087907;4978092046;4978096292;4978100397;4978104634;4978108785;4978112881;4978117135;4978121228;4978125404;4978129756;4978133934;4978138216;4978142267;4978146285;4978150440;4978154621;4978158813;4978162917;4978167106;4978171291;4978175418;4978179648;4978183788;4978187919;
27,4979936876,4979938034,4979949181,4979954361,4979954784,4979947530,4979949180,20755,4978392128;4978396290;4978400397;4978404611;4978408779;4978412929;4978417127;4978421286;4978425410;4978429594;4978433705;4978437886;4978442130;4978446244;4978450459;4978454534;4978458791;4978462918;4978467081;4978471271;4978475387;4978479607;4978483702;4978487904;4978492092;4978496264;4978500364;4978504557;4978508752;4978512947;4978517116;4978521205;4978525406;4978529539;4978533760;4978537932;4978542133;4978546252;4978550425;4978554580;4978558749;4978562894;4978567066;4978571291;4978575461;4978579673;4978583781;4978587923;4978592039;4978596246;4978600377;4978604562;4978608703;4978612870;4978617069;4978621247;4978625437;4978629550;4978633711;4978637867;4978642132;4978646297;4978650367;4978654546;4978658749;4978662989;4978667126;4978671269;4978675386;4978679609;4978683776;4978687909;4978692045;4978696261;4978700384;4978704586;4978708773;4978712867;4978717026;4978721288;4978725451;4978729553;4978733723;4978737896;4978742088;4978746280;4978750441;4978754627;4978758769;4978762946;4978767071;4978771281;4978775379;4978779536;4978783719;4978787894;4978792088;4978796260;4978800402;4978804583;4978808700;4978812873;4978817033;4978821292;4978825404;4978829592;4978833718;4978837917;4978842079;4978846246;4978850430;4978854546;4978858788;4978862860;4978867045;4978871277;4978875433;4978879558;4978883713;4978887914;4978892034;4978896244;4978900403;4978904564;4978908767;4978912905;4978917144;4978921247;4978925441;4978929648;4978933695;4978937973;4978942038;4978946277;4978950443;4978954576;4978958787;4978962955;4978967101;4978971203;4978975453;4978979544;4978983749;4978987919;4978992151;4978996206;4979000374;4979004564;4979008718;4979012911;4979017079;4979021227;4979025357;4979029535;4979033717;4979037916;4979042069;4979046249;4979050450;4979054547;4979058702;4979062853;4979067049;4979071208;4979075369;4979079560;4979083711;4979087855;4979092032;4979096213;4979100453;4979104613;4979108704;4979112866;4979117088;4979121228;4979125403;4979129536;4979133716;4979137887;4979142047;4979146237;4979150439;4979154537;4979158727;4979162864;4979167110;4979171251;4979175390;4979179595;4979183685;4979187905;4979192121;4979196232;4979200363;4979204590;4979208786;4979212880;4979217111;4979221191;4979225366;4979229604;4979233791;4979237854;4979242028;4979246241;4979250458;4979254543;4979258770;4979262944;4979267112;4979271204;4979275402;4979279571;4979283728;4979287893;4979292049;4979296278;4979300352;4979304557;4979308705;4979312889;4979317072;4979321240;4979325417;4979329604;4979333748;4979337906;4979342018;4979346215;4979350381;4979354544;4979358754;4979362942;4979367107;4979371293;4979375396;4979379564;4979383729;4979387921;4979392030;4979396192;4979400359;4979404571;4979408736;4979412885;4979417044;4979421218;4979425392;4979429592;4979433763;4979437942;4979442048;4979446261;4979450462;4979454558;4979458758;4979462998;4979467088;4979471368;4979475405;4979479863;4979483874;4979487859;4979492083;4979496188;4979500374;4979504647;4979508687;4979512994;4979517167;4979521306;4979525508;4979529583;4979533841;4979538439;4979542150;4979546242;4979550399;4979554570;4979558746;4979562873;4979567068;4979571266;4979575438;4979579601;4979583681;4979587876;4979592045;4979596258;4979600365;4979604591;4979608779;4979612870;4979617024;4979621196;4979625405;4979629527;4979633711;4979637943;4979642062;4979646285;4979650449;4979654538;4979658684;4979662858;4979667071;4979671277;4979675371;4979679561;4979683721;4979687879;4979692046;4979696251;4979700418;4979704588;4979708688;4979712873;4979717110;4979721213;4979725408;4979729594;4979733776;4979737919;4979742043;4979746247;4979750442;4979754536;4979758753;4979762882;4979767061;4979771204;4979775345;4979779608;4979783700;4979787893;4979792100;4979796254;4979800347;4979804532;4979808689;4979812934;4979817028;4979821205;4979825398;4979829512;4979833728;4979837911;4979842031;4979846245;4979850432;4979854554;4979858739;4979862934;4979867108;4979871253;4979875427;4979879610;4979883690;4979887879;4979892076;4979896188;4979900406;4979904566;4979908727;4979912920;4979917083;4979921252;4979925405;4979929576;4979933774;4979937913;4979942068;4979946228;4979950395;4979954584;
28,4981164565,4981166047,4981179594,4981183443,4981187999,4981177827,4981179594,17838,4980158817;4980162874;4980167075;4980171179;4980175363;4980179544;4980183717;4980187859;4980192130;4980196257;4980200446;4980204606;4980208702;4980212852;4980217051;4980221262;4980225402;4980229553;4980233763;4980237915;4980242065;4980246198;4980250389;4980254504;4980258715;4980262935;4980267046;4980271287;4980275358;4980279567;4980283702;4980287921;4980292144;4980296261;4980300409;4980304512;4980308709;4980312881;4980317088;4980321231;4980325343;4980329515;4980333687;4980337860;4980342060;4980346211;4980350383;4980354543;4980358761;4980362885;4980367087;4980371240;4980375335;4980379517;4980383742;4980387840;4980392110;4980396224;4980400376;4980404596;4980408729;4980412874;4980417023;4980421241;4980425398;4980429574;4980433758;4980437835;4980442246;4980446788;4980450415;4980454569;4980458722;4980462914;4980467036;4980471266;4980475346;4980479595;4980483704;4980487840;4980492072;4980496245;4980500394;4980504626;4980508819;4980512924;4980517158;4980521240;4980525396;4980529500;4980533773;4980537841;4980542142;4980546314;4980550458;4980554636;4980558798;4980563000;4980567271;4980571176;4980575458;4980579634;4980583793;4980587953;4980592150;4980596289;4980600360;4980604616;4980608806;4980612955;4980617137;4980621327;4980625477;4980629512;4980633718;4980637869;4980642123;4980646322;4980650471;4980654612;4980658694;4980662847;4980667009;4980671308;4980675470;4980679671;4980683828;4980687846;4980692151;4980696328;4980700472;4980704648;4980708774;4980712954;4980717135;4980721268;4980725471;4980729655;4980733809;4980737909;4980742170;4980746171;4980750853;4980754641;4980758793;4980762964;4980767006;4980771308;4980775473;4980779602;4980783672;4980787838;4980792201;4980796438;4980800522;4980804525;4980808801;4980812995;4980817149;4980821308;4980825477;4980829631;4980833801;4980837940;4980842146;4980846271;4980850472;4980854657;4980858818;4980862908;4980867142;4980871313;4980875341;4980879620;4980883809;4980887964;4980892144;4980896842;4980900423;4980904588;4980908789;4980912914;4980917081;4980921220;4980925341;4980929585;4980933778;4980937868;4980942035;4980946215;4980950356;4980954496;4980958722;4980962892;4980967029;4980971164;4980975338;4980979574;4980983801;4980987889;4980992078;4980996222;4981000376;4981004523;4981008705;4981012863;4981017052;4981021261;4981025422;4981029502;4981033710;4981037868;4981042027;4981046219;4981050352;4981054554;4981058748;4981062866;4981067079;4981071161;4981075351;4981079591;4981083688;4981087864;4981092048;4981096211;4981100353;4981104549;4981108665;4981112917;4981117100;4981121192;4981125351;4981129551;4981133685;4981137926;4981142006;4981146187;4981150353;4981154572;4981158780;4981162869;4981167091;4981171191;4981175355;4981179507;4981183698;4981187901;
29,4982200497,4982202035,4982215049,4982221073,4982221345,4982214400,4982215049,23364,4981391988;4981396158;4981400376;4981404563;4981408729;4981412886;4981417060;4981421172;4981425355;4981429523;4981433743;4981437891;4981442036;4981446154;4981450373;4981454624;4981458741;4981462875;4981467079;4981471160;4981475400;4981479561;4981483728;4981487890;4981492107;4981496204;4981500363;4981504575;4981508740;4981512918;4981517090;4981521192;4981525357;4981529591;4981533665;4981537866;4981542011;4981546206;4981550337;4981554570;4981558742;4981562912;4981567060;4981571164;4981575333;4981579533;4981583693;4981587899;4981592086;4981596233;4981600345;4981604514;4981608674;4981612874;4981617067;4981621244;4981625392;4981629554;4981633727;4981637855;4981642049;4981646154;4981650369;4981654530;4981658746;4981662916;4981667083;4981671189;4981675418;4981679486;4981683716;4981687951;4981692044;4981696196;4981700371;4981704483;4981708675;4981712882;4981717069;4981721249;4981725327;4981729508;4981733712;4981737898;4981742058;4981746239;4981750325;4981754594;4981758717;4981762897;4981767030;4981771193;4981775346;4981779548;4981783707;4981787854;4981792043;4981796154;4981800339;4981804522;4981808681;4981812867;4981817027;4981821217;4981825410;4981829502;4981833707;4981837819;4981842009;4981846178;4981850330;4981854580;4981858648;4981862837;4981867013;4981871169;4981875425;4981879497;4981883685;4981887907;4981891983;4981896151;4981900324;4981904508;4981908701;4981912888;4981917030;4981921191;4981925331;4981929557;4981933739;4981937828;4981942025;4981946200;4981950371;4981954535;4981958650;4981962942;4981966979;4981971204;4981975409;4981979492;4981983667;4981987896;4981992043;4981996247;4982000365;4982004554;4982008692;4982012887;4982017028;4982021197;4982025434;4982029537;4982033735;4982037863;4982041984;4982046242;4982050370;4982054548;4982058704;4982062870;4982066983;4982071182;4982075370;4982079530;4982083692;4982087907;4982091986;4982096236;4982100387;4982104548;4982108721;4982112913;4982117058;4982121226;4982125341;4982129531;4982133698;4982137824;4982142007;4982146230;4982150398;4982154567;4982158666;4982162862;4982167053;4982171203;4982175369;4982179524;4982183696;4982187911;4982192048;4982196244;4982200405;4982204567;4982208650;4982212819;4982216999;4982221152;
30,4983855480,4983856971,4983867287,4983875189,4983875484,4983866371,4983867287,20759,4982587820;4982592046;4982596147;4982600362;4982604575;4982608706;4982612813;4982617067;4982621189;4982625342;4982629505;4982633703;4982637834;4982642063;4982646150;4982650312;4982654481;4982658742;4982662889;4982667060;4982671185;4982675347;4982679475;4982683700;4982687846;4982692075;4982696203;4982700364;4982704488;4982708717;4982712870;4982716986;4982721207;4982725318;4982729523;4982733671;4982737842;4982741974;4982746171;4982750335;4982754568;4982758696;4982762859;4982766972;4982771232;4982775320;4982779500;4982783639;4982787856;4982791988;4982796156;4982800370;4982804471;4982808673;4982812814;4982816995;4982821244;4982825366;4982829541;4982833658;4982837843;4982841994;4982846139;4982850318;4982854554;4982858685;4982862833;4982867060;4982871198;4982875312;4982879537;4982883647;4982887893;4982891968;4982896154;4982900342;4982904533;4982909015;4982912919;4982916989;4982921300;4982925448;4982929608;4982933767;4982937808;4982943003;4982946274;4982950457;4982954633;4982958691;4982962899;4982967006;4982971144;4982975352;4982979531;4982983725;4982987901;4982992070;4982996163;4983000400;4983004469;4983008676;4983012885;4983017024;4983021237;4983025398;4983029528;4983033655;4983037980;4983042051;4983046205;4983050356;4983054514;4983058686;4983062912;4983067061;4983071197;4983075311;4983079472;4983083743;4983087876;4983092128;4983096152;4983100369;4983104477;4983108655;4983112827;4983116978;4983121137;4983125302;4983129510;4983133682;4983137897;4983141982;4983146139;4983150342;4983154534;4983158657;4983162857;4983167039;4983171182;4983175374;4983179496;4983183639;4983187815;4983191986;4983196149;4983200373;4983204563;4983208666;4983212832;4983217018;4983221166;4983225336;4983229502;4983233699;4983237862;4983242046;4983246222;4983250366;4983254534;4983258632;4983262864;4983267010;4983271166;4983275349;4983279522;4983283738;4983287812;4983291962;4983296145;4983300353;4983304474;4983308666;4983312806;4983316977;4983321131;4983325297;4983329528;4983333666;4983337850;4983341967;4983346220;4983350306;4983354485;4983358645;4983362895;4983366972;4983371167;4983375344;4983379504;4983383695;4983387794;4983392028;4983396184;4983400355;4983404475;4983408691;4983412875;4983417036;4983421210;4983425385;4983429500;4983433650;4983437823;4983442008;4983446193;4983450380;4983454484;4983458650;4983462793;4983466972;4983471164;4983475331;4983479482;4983483671;4983487943;4983491981;4983496329;4983500523;4983504458;4983508772;4983512806;4983517326;4983521272;4983525320;4983529477;4983533789;4983537994;4983542015;4983546326;4983550438;4983554603;4983558626;4983562877;4983566985;4983571277;4983575433;4983579611;4983583778;4983587933;4983592143;4983596273;4983600440;4983604607;4983608764;4983612927;4983617076;4983621270;4983625440;4983629591;4983633731;4983637908;4983642099;4983646277;4983650429;4983655150;4983658725;4983662932;4983667102;4983671239;4983675419;4983679466;4983684250;4983687789;4983691961;4983696288;4983700490;4983704518;4983708628;4983713224;4983717088;4983721272;4983725444;4983729589;4983733770;4983737911;4983742087;4983746270;4983750436;4983754456;4983758756;4983762905;4983767068;4983771225;4983775435;4983779466;4983783766;4983787932;4983792144;4983796275;4983800417;4983804594;4983808752;4983812931;4983817646;4983821244;4983825440;4983829564;4983833762;4983838484;4983842122;4983846123;4983850446;4983854719;4983858745;4983862816;4983867013;4983871201;4983875356;
31,4985279656,4985280991,4985292959,4985300051,4985300470,4985292703,4985292958,19896,4984079488;4984083657;4984087813;4984091957;4984096166;4984100314;4984104494;4984108691;4984112839;4984117010;4984121187;4984125283;4984129515;4984133620;4984137868;4984141972;4984146128;4984150291;4984154475;4984158634;4984162825;4984166996;4984171137;4984175285;4984179486;4984183626;4984187846;4984192060;4984196158;4984200327;4984204501;4984208683;4984212843;4984216964;4984221173;4984225318;4984229533;4984233702;4984237780;4984242024;4984246121;4984250306;4984254534;4984258651;4984262811;4984266954;4984271179;4984275324;4984279492;4984283679;4984287846;4984292060;4984296138;4984300328;4984304492;4984308651;4984312854;4984317003;4984321121;4984325336;4984329531;4984333618;4984337790;4984342004;4984346156;4984350390;4984354528;4984358643;4984362809;4984367073;4984371159;4984375394;4984379474;4984383756;4984387856;4984392118;4984396254;4984400408;4984404617;4984408630;4984412864;4984417044;4984421179;4984425291;4984429609;4984433772;4984437807;4984441950;4984446207;4984451009;4984454505;4984458678;4984462869;4984466971;4984471117;4984475328;4984479459;4984483631;4984487832;4984492047;4984496262;4984500416;4984504558;4984508655;4984512932;4984517081;4984521201;4984525375;4984529446;4984533706;4984537846;4984542040;4984546145;4984550350;4984554529;4984558649;4984562855;4984567012;4984571164;4984575349;4984579543;4984583698;4984587785;4984592035;4984596163;4984600301;4984604461;4984608643;4984612811;4984617011;4984621181;4984625304;4984629488;4984633609;4984637822;4984641943;4984646119;4984650346;4984654531;4984658674;4984662850;4984667017;4984671139;4984675348;4984679515;4984683668;4984687846;4984691970;4984696187;4984700371;4984704508;4984708616;4984712819;4984716986;4984721115;4984725387;4984729506;4984733696;4984737869;4984741991;4984746196;4984750314;4984754477;4984758661;4984762780;4984766964;4984771168;4984775360;4984779532;4984783610;4984787810;4984791995;4984796148;4984800290;4984804459;4984808681;4984812901;4984817035;4984821202;4984825295;4984829468;4984833616;4984837814;4984841952;4984846156;4984850343;4984854502;4984858648;4984862853;4984866971;4984871153;4984875315;4984879482;4984883655;4984887777;4984891957;4984896154;4984900344;4984904465;4984908684;4984912863;4984916992;4984921171;4984925290;4984929441;4984933630;4984937866;4984941975;4984946128;4984950274;4984954458;4984958697;4984962858;4984966990;4984971178;4984975356;4984979527;4984983705;4984987793;4984992051;4984996151;4985000274;4985004461;4985008678;4985012865;4985017036;4985021137;4985025323;4985029504;4985033699;4985037835;4985042027;4985046115;4985050304;4985054514;4985058660;4985062833;4985066987;4985071174;4985075369;4985079487;4985083682;4985087855;4985092042;4985096133;4985100308;4985104451;4985108606;4985112870;4985117014;4985121191;4985125297;4985129474;4985133651;4985137823;4985141972;4985146151;4985150362;4985154474;4985158641;4985162801;4985166971;4985171190;4985175270;4985179533;4985183684;4985187814;4985192031;4985196201;4985200367;4985204450;4985208602;4985212766;4985216984;4985221196;4985225286;4985229471;4985233646;4985237831;4985242021;4985246110;4985250352;4985254439;4985258636;4985262827;4985266989;4985271157;4985275364;4985279527;4985283652;4985287811;4985292050;4985296149;4985300331;
32,4986438183,4986439947,4986452811,4986458510,4986458870,4986452176,4986452810,20748,4985504470;4985508601;4985512865;4985516971;4985521136;4985525316;4985529461;4985533641;4985537823;4985542019;4985546099;4985550362;4985554458;4985558657;4985562780;4985566962;4985571173;4985575264;4985579477;4985583666;4985587810;4985591986;4985596168;4985600264;4985604498;4985608660;4985612766;4985617015;4985621114;4985625306;4985629430;4985633596;4985637836;4985642023;4985646194;4985650280;4985654478;4985658618;4985662842;4985666968;4985671123;4985675360;4985679511;4985683648;4985687771;4985692065;4985696162;4985700267;4985704477;4985708606;4985712792;4985716973;4985721186;4985725291;4985729505;4985733681;4985737828;4985741931;4985746125;4985750274;4985754436;4985758701;4985762842;4985766964;4985771104;4985775305;4985779489;4985783609;4985787786;4985791995;4985796139;4985800273;4985804470;4985808661;4985812803;4985816972;4985821119;4985825277;4985829457;4985833632;4985837845;4985842026;4985846115;4985850261;4985854451;4985858638;4985862761;4985866963;4985871095;4985875306;4985879461;4985883617;4985887773;4985891932;4985896139;4985900282;4985904486;4985908612;4985912763;4985916928;4985921179;4985925325;4985929470;4985933682;4985937845;4985942012;4985946153;4985950285;4985954492;4985958596;4985962848;4985966970;4985971116;4985975257;4985979422;4985983681;4985987823;4985991951;4985996133;4986000274;4986004479;4986009182;4986012839;4986016969;4986021180;4986025288;4986029451;4986033602;4986037858;4986041943;4986046124;4986050314;4986054454;4986058644;4986062837;4986066978;4986071118;4986075320;4986079460;4986083601;4986087853;4986091934;4986096094;4986100273;4986104504;4986108658;4986112794;4986117011;4986121176;4986125318;4986129490;4986133682;4986137785;4986141950;4986146154;4986150263;4986154460;4986158676;4986162817;4986166946;4986171146;4986175337;4986179494;4986183599;4986187797;4986192034;4986196166;4986200357;4986204474;4986208667;4986212803;4986216986;4986221129;4986225321;4986229492;4986233599;4986237835;4986242004;4986246115;4986250298;4986254480;4986258615;4986262760;4986267021;4986271145;4986275325;4986279457;4986283665;4986287816;4986291989;4986296152;4986300257;4986304424;4986308688;4986312760;4986317003;4986321165;4986325256;4986329507;4986333591;4986337849;4986341965;4986346130;4986350348;4986354499;4986358683;4986362760;4986366961;4986371181;4986375299;4986379426;4986383611;4986387803;4986391944;4986396103;4986400259;4986404436;4986408620;4986412783;4986416958;4986421165;4986425306;4986429501;4986433600;4986437813;4986442011;4986446141;4986450252;4986454586;
