,id,framework,complexity,program,ete,fw,diff
46,46,pyglet,rects,getdbits_fw_True,31588,31913,-325
47,47,pyglet,rects,getdbits_fw_True,38980,30952,8028
48,48,pyglet,rects,getdbits_fw_True,39336,30952,8384
49,49,pyglet,rects,getdbits_fw_True,27112,36717,-9605
50,50,pyglet,rects,getdbits_fw_True,28896,36717,-7821
51,51,pyglet,rects,getdbits_fw_True,23744,36717,-12973
52,52,pyglet,rects,getdbits_fw_True,27240,36717,-9477
53,53,pyglet,rects,getdbits_fw_True,53432,36717,16715
54,54,pyglet,rects,getdbits_fw_True,31364,36717,-5353
55,55,pyglet,rects,getdbits_fw_True,35984,36717,-733
56,56,pyglet,rects,getdbits_fw_True,42364,36717,5647
57,57,pyglet,rects,getdbits_fw_True,44132,36717,7415
58,58,pyglet,rects,getdbits_fw_True,34972,36717,-1745
59,59,pyglet,rects,getdbits_fw_True,42368,33883,8485
60,60,pyglet,rects,getdbits_fw_True,52308,59850,-7542
61,61,pyglet,rects,getdbits_fw_True,32368,59850,-27482
62,62,pyglet,rects,getdbits_fw_True,39548,59850,-20302
63,63,pyglet,rects,getdbits_fw_True,35528,26928,8600
64,64,pyglet,rects,getdbits_fw_True,35168,26929,8239
65,65,pyglet,rects,getdbits_fw_True,35520,26929,8591
66,66,pyglet,rects,getdbits_fw_True,37416,31914,5502
67,67,pyglet,rects,getdbits_fw_True,45144,31914,13230
68,68,pyglet,rects,getdbits_fw_True,33384,31914,1470
69,69,pyglet,rects,getdbits_fw_True,46484,31914,14570
70,70,pyglet,rects,getdbits_fw_True,40100,31914,8186
71,71,pyglet,rects,getdbits_fw_True,42248,53368,-11120
72,72,pyglet,rects,getdbits_fw_True,43824,53368,-9544
73,73,pyglet,rects,getdbits_fw_True,34168,53368,-19200
74,74,pyglet,rects,getdbits_fw_True,32260,53368,-21108
75,75,pyglet,rects,getdbits_fw_True,29228,38406,-9178
76,76,pyglet,rects,getdbits_fw_True,34632,38406,-3774
77,77,pyglet,rects,getdbits_fw_True,46404,38406,7998
78,78,pyglet,rects,getdbits_fw_True,50884,38406,12478
79,79,pyglet,rects,getdbits_fw_True,34272,38406,-4134
80,80,pyglet,rects,getdbits_fw_True,26436,38406,-11970
81,81,pyglet,rects,getdbits_fw_True,22172,38406,-16234
82,82,pyglet,rects,getdbits_fw_True,34388,28295,6093
83,83,pyglet,rects,getdbits_fw_True,42360,28295,14065
84,84,pyglet,rects,getdbits_fw_True,43124,28295,14829
85,85,pyglet,rects,getdbits_fw_True,46396,28295,18101
86,86,pyglet,rects,getdbits_fw_True,34856,28441,6415
87,87,pyglet,rects,getdbits_fw_True,31692,28441,3251
88,88,pyglet,rects,getdbits_fw_True,37548,33425,4123
89,89,pyglet,rects,getdbits_fw_True,41440,35906,5534
90,90,pyglet,rects,getdbits_fw_True,50736,60350,-9614
91,91,pyglet,rects,getdbits_fw_True,33736,60350,-26614
92,92,pyglet,rects,getdbits_fw_True,30468,60350,-29882
93,93,pyglet,rects,getdbits_fw_True,30816,60350,-29534
94,94,pyglet,rects,getdbits_fw_True,31588,23901,7687
95,95,pyglet,rects,getdbits_fw_True,39872,23901,15971
96,96,pyglet,rects,getdbits_fw_True,30372,22902,7470
97,97,pyglet,rects,getdbits_fw_True,40572,22902,17670
98,98,pyglet,rects,getdbits_fw_True,55440,46340,9100
99,99,pyglet,rects,getdbits_fw_True,45056,46340,-1284
