,id,framework,complexity,program,ete,fw,diff
47,47,javaswing,default,bitblt_fw_True,61600,12003,49597
48,48,javaswing,default,bitblt_fw_True,48968,12003,36965
49,49,javaswing,default,bitblt_fw_True,58240,16958,41282
50,50,javaswing,default,bitblt_fw_True,52900,16958,35942
51,51,javaswing,default,bitblt_fw_True,53236,11969,41267
52,52,javaswing,default,bitblt_fw_True,51216,11969,39247
53,53,javaswing,default,bitblt_fw_True,56464,11969,44495
54,54,javaswing,default,bitblt_fw_True,57252,11969,45283
55,55,javaswing,default,bitblt_fw_True,47824,11969,35855
56,56,javaswing,default,bitblt_fw_True,57684,11969,45715
57,57,javaswing,default,bitblt_fw_True,56116,11969,44147
58,58,javaswing,default,bitblt_fw_True,255568,11969,243599
59,59,javaswing,default,bitblt_fw_True,55668,11969,43699
60,60,javaswing,default,bitblt_fw_True,56476,11969,44507
61,61,javaswing,default,bitblt_fw_True,57456,11969,45487
62,62,javaswing,default,bitblt_fw_True,52652,11969,40683
63,63,javaswing,default,bitblt_fw_True,50980,11969,39011
64,64,javaswing,default,bitblt_fw_True,47828,23936,23892
65,65,javaswing,default,bitblt_fw_True,55996,23936,32060
66,66,javaswing,default,bitblt_fw_True,52332,23936,28396
67,67,javaswing,default,bitblt_fw_True,45720,23936,21784
68,68,javaswing,default,bitblt_fw_True,47596,23936,23660
69,69,javaswing,default,bitblt_fw_True,54324,32913,21411
70,70,javaswing,default,bitblt_fw_True,51860,32913,18947
71,71,javaswing,default,bitblt_fw_True,46052,32913,13139
72,72,javaswing,default,bitblt_fw_True,58168,32913,25255
73,73,javaswing,default,bitblt_fw_True,57792,32913,24879
74,74,javaswing,default,bitblt_fw_True,44924,32913,12011
75,75,javaswing,default,bitblt_fw_True,44484,32913,11571
76,76,javaswing,default,bitblt_fw_True,43592,32913,10679
77,77,javaswing,default,bitblt_fw_True,42684,34908,7776
78,78,javaswing,default,bitblt_fw_True,44712,34908,9804
79,79,javaswing,default,bitblt_fw_True,48532,34908,13624
80,80,javaswing,default,bitblt_fw_True,55112,34908,20204
81,81,javaswing,default,bitblt_fw_True,56564,34908,21656
82,82,javaswing,default,bitblt_fw_True,49644,8014,41630
83,83,javaswing,default,bitblt_fw_True,52764,8014,44750
84,84,javaswing,default,bitblt_fw_True,52672,8014,44658
85,85,javaswing,default,bitblt_fw_True,48056,8014,40042
86,86,javaswing,default,bitblt_fw_True,45808,8014,37794
87,87,javaswing,default,bitblt_fw_True,57464,14987,42477
88,88,javaswing,default,bitblt_fw_True,54684,11968,42716
89,89,javaswing,default,bitblt_fw_True,48756,11968,36788
90,90,javaswing,default,bitblt_fw_True,59804,35915,23889
91,91,javaswing,default,bitblt_fw_True,60740,35915,24825
92,92,javaswing,default,bitblt_fw_True,58716,35915,22801
93,93,javaswing,default,bitblt_fw_True,60704,17970,42734
94,94,javaswing,default,bitblt_fw_True,60164,17970,42194
95,95,javaswing,default,bitblt_fw_True,47944,17970,29974
96,96,javaswing,default,bitblt_fw_True,48408,17970,30438
97,97,javaswing,default,bitblt_fw_True,49172,17970,31202
98,98,javaswing,default,bitblt_fw_True,45612,3993,41619
99,99,javaswing,default,bitblt_fw_True,53328,3993,49335
